Название услуги,Цена,Код услуги,Длительность,Категория,Рекомендации после приёма,Код по приказу №804н,Ставка НДС
"Стероидный профиль (8 показателей) в слюне (Тестостерон, Дегидроэпиандростерон, Андростендион, Кортизол, Кортизон, Эстрадиол, Прогестерон, 17-ОН-прогестерон), ВЭЖХ-МС",6550.00,7.9.D1,1 дн,📋 Прочие анализы,,B03.016.023.002,
Антиген плоскоклеточной карциномы (SCCA),2830.00,8.0.A10.201,1 дн,🦠 Серология,,A09.05.298,
Нейрон-специфическая енолаза (NSE ),1740.00,8.0.A11.201,1 дн,📋 Прочие анализы,,A09.05.246,
Альфа-фетопротеин ( АФП ),650.00,8.0.A1.201,2 дн,📋 Прочие анализы,,A09.30.002.001,
Фрагмент цитокератина 19 (Cyfra 21-1 ),1665.00,8.0.A12.201,1 дн,📋 Прочие анализы,,A09.05.247,
Белок S-100,2850.00,8.0.A13.201,1 дн,📋 Прочие анализы,,A09.05.219,
Специфический антиген рака мочевого пузыря (UBC) в разовой порции мочи,2315.00,8.0.A14.401,1 дн,🦠 Серология,,A09.28.054.001,
Антиген СА 242,1175.00,8.0.A16.201,1 дн,🦠 Серология,,A09.05.232,
Опухолевый маркер НЕ 4,1580.00,8.0.A17.201,1дн,📋 Прочие анализы,,A09.05.300,
Опухолевая пируваткиназа Тu M2 (в кале),2465.00,8.0.A18.101,1дн,📋 Прочие анализы,,A09.19.014,
Хромогранин A CgA,4450.00,8.0.A19.201,1дн,🧪 Биохимия крови,,A09.05.227,
Простатоспецифический антиген общий (ПСА) общий,650.00,8.0.A21.201,1дн,🦠 Серология,,A09.05.130,
Раково-эмбриональный антиген ( РЭА ),1135.00,8.0.A2.201,1дн,🦠 Серология,,A09.05.195,
MCA (муциноподобный рако-ассоциированный антиген),2395.00,8.0.A23.201,1дн,🦠 Серология,,B03.027.007.009,
Прогастрин‑высвобождающий пептид (Pro‑GRP),4395.00,8.0.A25,1дн,📋 Прочие анализы,,B03.027.008.001,
Антиген CA 19-9,1135.00,8.0.A3.201,1 дн,🦠 Серология,,A09.05.201,
Антиген СА 125,1125.00,8.0.A4.201,1 дн,🦠 Серология,,A09.05.202,
Антиген CA 15-3,1135.00,8.0.A7.201,1 дн,🦠 Серология,,A09.05.231,
Антитела к бокаловидным клеткам кишечника (БКК),2050.00,8.0.A81.201,9 дн,🦠 Серология,,A12.06.026.004,
Бета-2-микроглобулин,1585.00,8.0.A8.201,1 дн,📋 Прочие анализы,,A09.05.245,
Антитела к дезаминированным пептидам альфа-глиадина IgА (ААГ),1280.00,8.0.A82.201,12 дн,🦠 Серология,,A12.06.055.003,
Антитела к миелину,1630.00,8.0.A84.201,9 дн,🦠 Серология,,A12.06.021,
Антиген СА 72-4,1645.00,8.0.A9.201,1 дн,🦠 Серология,,A09.05.200,
"Индекс здоровья простаты (Prostate Health Index, PHI)",7345.00,8.0.D2.201,1 дн,📋 Прочие анализы,,A09.05.130.005,
Исследование кала на трансферрин и гемоглобин,1055.00,8.0.D3.101,1 дн,📋 Прочие анализы,,A09.19.001.001.001,
"Прогностическая вероятность (значение ROMA, постменопауза) (включает определение антигена СА 125 и опухолевого маркера HE 4)",2325.00,8.0.D4,1 дн,🦠 Серология,,A09.05.202.001,
"Прогностическая вероятность (значение ROMA, пременопауза) (включает определение антигена СА 125 и опухолевого маркера HE 4)",2325.00,8.0.D6,1 дн,🦠 Серология,,A09.05.202.002,
"Процент свободного ПСА (общий ПСА, свободный ПСА и соотношение)",1350.00,8.0.D7,1 дн,📋 Прочие анализы,,A09.05.130.004,
Антитела к инсулину (IAA),1270.00,9.0.A10.201,8 дн,🦠 Серология,,A12.06.039,
"Антитела к циклическому цитруллиновому пептиду (ACCP, anti-CCP)",1550.00,9.0.A11.201,1 дн,🦠 Серология,,A12.06.052,
"Антитела к двуспиральной ДНК (нативной, a-dsDNA)",1045.00,9.0.A1.201,4 дн,🦠 Серология,,A12.06.010.007,
Антитела к рецепторам тиреотропного гормона (АТ рТТГ),2100.00,9.0.A13.201,3 дн,🦠 Серология,,A12.06.046,
"Антитела к глиадину, IgA",1050.00,9.0.A14.201,8 дн,🦠 Серология,,A12.06.055.001,
"Антитела к глиадину, IgG",1050.00,9.0.A15.201,8 дн,🦠 Серология,,A12.06.055.002,
"Антитела к тканевой трансглутаминазе, IgA",1345.00,9.0.A16.201,8 дн,🦠 Серология,,A12.06.056.001,
"Антитела к тканевой трансглутаминазе, IgG",1345.00,9.0.A17.201,8 дн,🦠 Серология,,A12.06.056.002,
Антитела к бета2-гликопротеину,1470.00,9.0.A18.201,8 дн,🦠 Серология,,A12.06.051,
Антикератиновые антитела (АКА),2555.00,9.0.A19.201,9 дн,🦠 Серология,,A12.06.063,
Антитела к базальной мембране клубочка (БМК),2010.00,9.0.A20.201,9 дн,🦠 Серология,,A12.06.024.001,
Антитела к С1q фактору комплемента,2035.00,9.0.A21.201,10 дн,🔬 Иммунологические анализы,,A09.05.075.003,
Антитела к односпиральной ДНК (a-ssDNА),985.00,9.0.A2.201,8 дн,🦠 Серология,,A12.06.010.001,
Антитела к клеткам сосудистого эндотелия (HUVEC),2170.00,9.0.A22.201,1 дн,🦠 Серология,,A12.06.030.008,
Антитела к гладким мышцам (АГМА),1905.00,9.0.A23.201,9 дн,🦠 Серология,,A12.06.025.003,
"Антитела к эндомизию, IgA (AЭA)",1650.00,9.0.A24.201,9 дн,🦠 Серология,,A12.06.066.001,
Антиретикулиновые антитела (APA),1585.00,9.0.A25.201,11 дн,🦠 Серология,,A09.05.054.006,
Антитела к цитруллинированному виментину (анти-MCV),1755.00,9.0.A26.201,8 дн,🦠 Серология,,A12.06.062,
Антитела к десмосомам кожи,2555.00,9.0.A27.201,10 дн,🦠 Серология,,A12.06.030.006,
Антитела к базальной мембране кожи (АМБ),2085.00,9.0.A28.201,10 дн,🦠 Серология,,A12.06.030.007,
Антитела к миокарду (Mio),1515.00,9.0.A29.201,9 дн,🦠 Серология,,A12.06.023,
"Антитела к дрожжам Sacchаromyces cerevisiae (ASCA), IgA",1370.00,9.0.A30.201,11 дн,🦠 Серология,,A12.06.026.002,
"Антитела к дрожжам Sacchаromyces cerevisiae (ASCA), IgG",1370.00,9.0.A31.201,11 дн,🦠 Серология,,A12.06.026.003,
Антитела к ядерным антигенам (ANA),1220.00,9.0.A3.201,4 дн,🦠 Серология,,A12.06.061.001,
Антитела к стероид-продуцирующим клеткам надпочечника (АСПК),1585.00,9.0.A32.201,10 дн,🦠 Серология,,A12.06.033.001,
Антинуклеарный фактор на клеточной линии HEp-2 (АНФ),1630.00,9.0.A33.201,9 дн,📋 Прочие анализы,,A12.06.010.008,
Антитела к экстрагируемому ядерному антигену (ENA-скрин),1405.00,9.0.A34.201,10 дн,🦠 Серология,,A12.06.061,
"Антитела к митохондриям (AMA, М1-М9) IgG, нРИФ",1960.00,9.0.A40,9 дн,🦠 Серология,,A12.06.035.001,
Антитела к митохондриям (AMA),2100.00,9.0.A4.201,8дн,🦠 Серология,,A12.06.035,
"Антитела к тромбоцитам, класса IgG",3775.00,9.0.A42.201,9 дн,🦠 Серология,,A12.06.013,
Антитела  к кардиолипину (суммарные),1430.00,9.0.A46.201,8дн,🦠 Серология,,A12.06.029,
Антитела к глутаматдекарбоксилазе (GAD),1950.00,9.0.A49.201,10 дн,🦠 Серология,,A12.06.020.004,
Антиовариальные антитела (АОА),1900.00,9.0.A50.201,8 дн,🦠 Серология,,A12.06.033.002,
Активность ангиотензин-превращающего фермента (ACE),2125.00,9.0.A51.201,10 дн,📋 Прочие анализы,,A09.05.122.001,
Антитела к микросомальной фракции печени и почек (anti - LKM ),1900.00,9.0.A5.201,8 дн,🦠 Серология,,A12.06.036.001,
Антитела к аннексину V класса IgG,1780.00,9.0.A52.201,14 дн,🦠 Серология,,A12.06.065.001,
Антитела к аннексину V класса IgM,1780.00,9.0.A53.201,14 дн,🦠 Серология,,A12.06.065.002,
"Антитела к протромбину, суммарные",1755.00,9.0.A54.201,10 дн,🦠 Серология,,A12.06.013.001,
Антитела к париетальным клеткам желудка (АПКЖ),1900.00,9.0.A56.201,9 дн,🦠 Серология,,A12.06.026,
