Название услуги,Цена,Код услуги,Длительность
"17-кетостероиды (андростерон, андростендион, ДГЭА, этиохоланолон, эпиандростерон, тестостерон, эпитестостерон, прегнантриол, соотношение андростерон/этиохоланолон, соотношение тестостерон/эпитестостерон) в суточной моче, ГХ-МС",3510.00,7.4.D9,1 дн
Паратгормон,1050.00,7.5.A1.209,1 дн
Кальцитонин,1450.00,7.5.A2.209,1 дн
Остеокальцин,1050.00,7.5.A3.209,1 дн
С-концевые телопептиды коллагена I типа (Beta-Cross laps),1585.00,7.5.A4.201,1 дн
Маркер формирования костного матрикса P1NP,2300.00,7.5.A5.201,1 дн
Инсулин,850.00,7.6.A1.201,1 дн
С-пептид ,760.00,7.6.A2.201,1 дн
Проинсулин,2500.00,7.6.A3.201,1 дн
Инсулин после нагрузки (1 час спустя),955.00,7.6.D1.201,1 дн
Инсулин  после нагрузки (2 часа спустя),955.00,7.6.D2.201,1 дн
С-пептид после нагрузки (1 час спустя),905.00,7.6.D3.201,1 дн
C-пептид после нагрузки (2 часа спустя),905.00,7.6.D4.201,1 дн
"Серотонин, ВЭЖХ-МС",2450.00,7.7.A10,1 дн
Гастрин,1100.00,7.7.A1.201,1 дн
Соматотропный гормон роста (СТГ),990.00,7.7.A2.209,1 дн
Эритропоэтин,1570.00,7.7.A3.201,1 дн
"Инсулиноподобный фактор роста, ИФР I (Соматомедин С)",1520.00,7.7.A4.201,1 дн
Лептин,1320.00,7.7.A5.201,1 дн
"Гистамин, ВЭЖХ-МС",2980.00,7.7.A9,1дн
Соотношение концентраций пепсиногена I и песиногена II ,2250.00,7.7.D1.201,1дн
"Свободные метанефрины и норметанефрины в крови, ВЭЖХ-МС",2635.00,7.7.D2,1дн
Альдостерон,1150.00,7.8.A1.209,1дн
Ренин,1305.00,7.8.A2.209,1дн
Альдостерон-рениновое соотношение,2370.00,7.8.D2,1дн
"Кортизол свободный в слюне, ВЭЖХ-МС",1110.00,7.9.A1,1дн
"Диагностика стресса (Соотношение ДГЭА и кортизола), слюна (4 порции),ВЭЖХ-МС",5350.00,7.9.A2,5 дн
"Дегидроэпиандростерон (ДГЭА) свободный в слюне, ВЭЖХ-МС",2070.00,7.9.A3,1 дн
"Тестостерон свободный в слюне, ВЭЖХ-МС",1800.00,7.9.A4,1 дн
"Андростендион свободный в слюне, ВЭЖХ-МС",2175.00,7.9.A40,1 дн
"Прегненолон свободный в слюне, ВЭЖХ-М",6250.00,7.9.A5,1 дн
"Мелатонин в крови, ВЭЖХ-МС",3070.00,7.9.A6,1 дн
"Мелатонин свободный в слюне, ВЭЖХ-МС",2690.00,7.9.A7,1 дн
"Прогестерон свободный в слюне, ВЭЖХ-МС",2175.00,7.9.A8,1 дн
"Стероидный профиль (8 показателей) в слюне (Тестостерон, Дегидроэпиандростерон, Андростендион, Кортизол, Кортизон, Эстрадиол, Прогестерон, 17-ОН-прогестерон), ВЭЖХ-МС",6550.00,7.9.D1,1 дн
Антиген плоскоклеточной карциномы (SCCA),2830.00,8.0.A10.201,1 дн
Нейрон-специфическая енолаза (NSE ),1740.00,8.0.A11.201,1 дн
Альфа-фетопротеин ( АФП ),650.00,8.0.A1.201,2 дн
Фрагмент цитокератина 19 (Cyfra 21-1 ),1665.00,8.0.A12.201,1 дн
Белок S-100,2850.00,8.0.A13.201,1 дн
Специфический антиген рака мочевого пузыря (UBC) в разовой порции мочи,2315.00,8.0.A14.401,1 дн
Антиген СА 242,1175.00,8.0.A16.201,1 дн
Опухолевый маркер НЕ 4,1580.00,8.0.A17.201,1дн
Опухолевая пируваткиназа Тu M2 (в кале),2465.00,8.0.A18.101,1дн
Хромогранин A CgA,4450.00,8.0.A19.201,1дн
Простатоспецифический антиген общий (ПСА) общий,650.00,8.0.A21.201,1дн
Раково-эмбриональный антиген ( РЭА ),1135.00,8.0.A2.201,1дн
MCA (муциноподобный рако-ассоциированный антиген),2395.00,8.0.A23.201,1дн
Прогастрин‑высвобождающий пептид (Pro‑GRP),4395.00,8.0.A25,1дн
Антиген CA 19-9,1135.00,8.0.A3.201,1 дн
Антиген СА 125,1125.00,8.0.A4.201,1 дн
Антиген CA 15-3,1135.00,8.0.A7.201,1 дн
Антитела к бокаловидным клеткам кишечника (БКК),2050.00,8.0.A81.201,9 дн
Бета-2-микроглобулин,1585.00,8.0.A8.201,1 дн
Антитела к дезаминированным пептидам альфа-глиадина IgА (ААГ),1280.00,8.0.A82.201,12 дн
Антитела к миелину,1630.00,8.0.A84.201,9 дн
Антиген СА 72-4,1645.00,8.0.A9.201,1 дн
"Индекс здоровья простаты (Prostate Health Index, PHI)",7345.00,8.0.D2.201,1 дн
Исследование кала на трансферрин и гемоглобин,1055.00,8.0.D3.101,1 дн
"Прогностическая вероятность (значение ROMA, постменопауза) (включает определение антигена СА 125 и опухолевого маркера HE 4)",2325.00,8.0.D4,1 дн
"Прогностическая вероятность (значение ROMA, пременопауза) (включает определение антигена СА 125 и опухолевого маркера HE 4)",2325.00,8.0.D6,1 дн
"Процент свободного ПСА (общий ПСА, свободный ПСА и соотношение)",1350.00,8.0.D7,1 дн
Антитела к инсулину (IAA),1270.00,9.0.A10.201,8 дн
"Антитела к циклическому цитруллиновому пептиду (ACCP, anti-CCP)",1550.00,9.0.A11.201,1 дн
"Антитела к двуспиральной ДНК (нативной, a-dsDNA)",1045.00,9.0.A1.201,4 дн
Антитела к рецепторам тиреотропного гормона (АТ рТТГ),2100.00,9.0.A13.201,3 дн
"Антитела к глиадину, IgA",1050.00,9.0.A14.201,8 дн
"Антитела к глиадину, IgG",1050.00,9.0.A15.201,8 дн
"Антитела к тканевой трансглутаминазе, IgA",1345.00,9.0.A16.201,8 дн
"Антитела к тканевой трансглутаминазе, IgG",1345.00,9.0.A17.201,8 дн
Антитела к бета2-гликопротеину,1470.00,9.0.A18.201,8 дн
Антикератиновые антитела (АКА),2555.00,9.0.A19.201,9 дн
Антитела к базальной мембране клубочка (БМК),2010.00,9.0.A20.201,9 дн
Антитела к С1q фактору комплемента,2035.00,9.0.A21.201,10 дн
Антитела к односпиральной ДНК (a-ssDNА),985.00,9.0.A2.201,8 дн
Антитела к клеткам сосудистого эндотелия (HUVEC),2170.00,9.0.A22.201,1 дн
Антитела к гладким мышцам (АГМА),1905.00,9.0.A23.201,9 дн
"Антитела к эндомизию, IgA (AЭA)",1650.00,9.0.A24.201,9 дн
Антиретикулиновые антитела (APA),1585.00,9.0.A25.201,11 дн
Антитела к цитруллинированному виментину (анти-MCV),1755.00,9.0.A26.201,8 дн
Антитела к десмосомам кожи,2555.00,9.0.A27.201,10 дн
Антитела к базальной мембране кожи (АМБ),2085.00,9.0.A28.201,10 дн
Антитела к миокарду (Mio),1515.00,9.0.A29.201,9 дн
"Антитела к дрожжам Sacchаromyces cerevisiae (ASCA), IgA",1370.00,9.0.A30.201,11 дн
"Антитела к дрожжам Sacchаromyces cerevisiae (ASCA), IgG",1370.00,9.0.A31.201,11 дн
Антитела к ядерным антигенам (ANA),1220.00,9.0.A3.201,4 дн
Антитела к стероид-продуцирующим клеткам надпочечника (АСПК),1585.00,9.0.A32.201,10 дн
Антинуклеарный фактор на клеточной линии HEp-2 (АНФ),1630.00,9.0.A33.201,9 дн
