Название услуги,Цена,Код услуги,Длительность,Категория,Рекомендации после приёма,Код по приказу №804н,Ставка НДС
"Титан в разовой порции мочи, спектрометрия (Ti)",1375.0,23.3.A13,7.0,Прочие анализы,,A09.28.073.001,
"Йод в разовой порции мочи, спектрометрия (I)",1760.0,23.3.A25,7.0,Прочие анализы,,A09.28.065,
"Хром в разовой порции мочи, спектрометрия (Cr)",1375.0,23.3.A14,7.0,Прочие анализы,,A09.28.074.001,
"Марганец в разовой порции мочи, спектрометрия (Mn)",1375.0,23.3.A15,7.0,Прочие анализы,,A09.28.075.001,
"Железо в разовой порции мочи, спектрометрия (Fe)",1375.0,23.3.A4,7.0,Прочие анализы,,A09.28.060.007,
"Кобальт в разовой порции мочи, спектрометрия (Co)",1375.0,23.3.A16,7.0,Прочие анализы,,A09.28.076.001,
"Никель в разовой порции мочи, спектрометрия (Ni)",1375.0,23.3.A17,7.0,Прочие анализы,,A09.28.077.001,
"Медь, суточная экскреция, спектрометрия (Cu)",1375.0,23.3.A8,7.0,Прочие анализы,,A09.28.078.001,
"Цинк в разовой порции мочи, спектрометрия (Zn)",1375.0,23.3.A7,7.0,Прочие анализы,,A09.28.079.001,
"Мышьяк в разовой порции мочи, спектрометрия (As)",1375.0,23.3.A18,7.0,Прочие анализы,,A09.28.080.001,
"Селен в разовой порции мочи, спектрометрия (Se)",1375.0,23.3.A19,7.0,Прочие анализы,,A09.28.081.001,
"Молибден в разовой порции мочи, спектрометрия (Mo)",1375.0,23.3.A20,7.0,Прочие анализы,,A09.28.082.001,
"Кадмий в разовой порции мочи, спектрометрия (Cd)",1375.0,23.3.A21,7.0,Прочие анализы,,A09.28.083.001,
"Сурьма в разовой порции мочи, спектрометрия (Sb)",1375.0,23.3.A22,7.0,Прочие анализы,,A09.28.084.001,
"Ртуть в разовой порции мочи, спектрометрия (Hg)",1375.0,23.3.A23,7.0,Прочие анализы,,A09.28.085.001,
"Свинец в разовой порции мочи, спектрометрия (Pb)",1375.0,23.3.A24,8.0,Прочие анализы,,A09.28.061.001,
"Комплексный анализ волос на наличие тяжёлых металлов и микроэлементов 23 показателя (Li, B, Na, Mg, Al, Si, K, Ca, Ti, Cr, Mn, Fe, Co, Ni, Cu, Zn, As, Se, Mo, Cd, Sb, Hg, Pb), спектрометрия",5805.0,50.0.H155,7.0,Прочие анализы,,A09.01.007.001.001,
"Литий в волосах, спектрометрия (Li)",1375.0,23.2.A9,7.0,Прочие анализы,,A09.01.007.001.002,
"Бор в волосах, спектрометрия (B)",1375.0,23.2.A10,6.0,Прочие анализы,,A09.01.011.001,
"Натрий в волосах, спектрометрия (Na)",1375.0,23.2.A1,7.0,Прочие анализы,,A09.01.007.001.003,
"Магний в волосах, спектрометрия (Mg)",1375.0,23.2.A5,7.0,Прочие анализы,,A09.01.007.001.004,
"Алюминий в волосах, спектрометрия (Al)",1375.0,23.2.A11,7.0,Прочие анализы,,A09.01.012.001,
"Кремний в волосах, спектрометрия (Si)",1375.0,23.2.A12,7.0,Прочие анализы,,A09.01.013.001,
"Калий в волосах, спектрометрия (K)",1375.0,23.2.A2,7.0,Прочие анализы,,A09.01.007.001.005,
"Кальций в волосах, спектрометрия (Ca)",1375.0,23.2.A3,7.0,Прочие анализы,,A09.01.007.001.006,
"Титан в волосах, спектрометрия (Ti)",1375.0,23.2.A13,7.0,Прочие анализы,,A09.01.014.001,
"Хром в волосах, спектрометрия (Cr)",1375.0,23.2.A14,7.0,Прочие анализы,,A09.01.015.001,
"Марганец в волосах, спектрометрия (Mn)",1375.0,23.2.A15,7.0,Прочие анализы,,A09.01.016.001,
"Железо в волосах, спектрометрия (Fe)",1375.0,23.2.A4,7.0,Прочие анализы,,A09.01.007.001.007,
"Кобальт в волосах, спектрометрия (Co)",1375.0,23.2.A16,7.0,Прочие анализы,,A09.01.017.001,
"Никель в волосах, спектрометрия (Ni)",1375.0,23.2.A17,7.0,Прочие анализы,,A09.01.018.001,
"Медь в волосах, спектрометрия (Cu)",1375.0,23.2.A8,7.0,Прочие анализы,,A09.01.019.001,
"Цинк в волосах, спектрометрия (Zn)",1375.0,23.2.A7,7.0,Прочие анализы,,A09.01.020.001,
"Мышьяк в волосах, спектрометрия (As)",1375.0,23.2.A18,7.0,Прочие анализы,,A09.01.021.001,
"Селен в волосах, спектрометрия (Se)",1375.0,23.2.A19,7.0,Прочие анализы,,A09.01.022.001,
"Молибден в волосах, спектрометрия (Mo)",1375.0,23.2.A20,7.0,Прочие анализы,,A09.01.023.001,
"Кадмий в волосах, спектрометрия (Cd)",1375.0,23.2.A21,7.0,Прочие анализы,,A09.01.024.001,
"Сурьма в волосах, спектрометрия (Sb)",1375.0,23.2.A22,7.0,Прочие анализы,,A09.01.025.001,
"Ртуть в волосах, спектрометрия (Hg)",1375.0,23.2.A23,7.0,Прочие анализы,,A09.01.026.001,
"Свинец в волосах, спектрометрия (Pb)",1375.0,23.2.A24,7.0,Прочие анализы,,A09.01.027.001,
"Витамин А (ретинол), ВЭЖХ-МС",3150.0,4.9.A1.201,5.0,Биохимия крови,,A12.06.060.002,
"Витамин В1 (тиамин-пирофосфат), ВЭЖХ-МС",3150.0,4.9.A2.202,5.0,Биохимия крови,,A12.06.060.009,
"Витамин В2 (рибофлавин), ВЭЖХ-МС",3150.0,4.9.A13,6.0,Биохимия крови,,A12.06.060.010,
"Витамин В3 (ниацин), ВЭЖХ-МС",3150.0,4.9.A12,6.0,Биохимия крови,,A12.06.060.011,
"Витамин В5 (пантотеновая кислота), ВЭЖХ-МС",3150.0,4.9.A3.202,5.0,Биохимия крови,,A12.06.060.012,
"Витамин B6 (пиридоксаль-5-фосфат), ВЭЖХ-МС",3150.0,4.9.A4.202,5.0,Биохимия крови,,A12.06.060.003,
"Витамин B7 (биотин), ВЭЖХ-МС",3150.0,4.9.A14,5.0,Биохимия крови,,A12.06.060.016,
Витамин В9 (фолиевая кислота),1350.0,4.9.A5.201,1.0,Биохимия крови,,A09.05.080,
Витамин В12 (цианокобаламин),1220.0,4.9.A6.201,1.0,Биохимия крови,,A12.06.060,
"Витамин В12, активный (холотранскобаламин)",2305.0,4.8.A6,1.0,Биохимия крови,,A12.06.060.015,
"Витамин С (аскорбиновая кислота), ВЭЖХ-МС",2960.0,4.9.A7.204,5.0,Биохимия крови,,A12.06.060.004,
